DataId,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,手续费,优惠券,记账者,账单标记,账单图片
qj163927901416115724,2021/12/12 11:15,付费会员,支出,3,CNY,,,广发短信提醒,,,,,null,
qj163927894228817552,2021/12/12 11:15,外卖,支出,9,CNY,,,肠粉,,,,,null,
qj163922920979518678,2021/12/11 21:26,外卖,支出,16,CNY,,,饺子,,,,,null,
qj163921792167414219,2021/12/11 18:15,水果,支出,23,CNY,,,桃子，提子，芒果,,,,,null,
qj163920935215310730,2021/12/11 15:55,外卖,支出,10,CNY,,,健康餐,,,,,null,
qj163920601208412350,2021/12/11 14:59,地铁,支出,3,CNY,,,祖庙,,,,,null,
qj163920448235818587,2021/12/11 14:34,医疗,支出,5588,CNY,,,痘博士,,,,,null,
qj163919506260316182,2021/12/11 11:57,地铁,支出,3,CNY,,,千灯湖,,,,,null,
qj163915205426517231,2021/12/11 0:00,付费会员,支出,40,CNY,,,理杏仁,,,,,null,
qj163914280861913107,2021/12/10 21:26,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj163913369926217067,2021/12/10 18:54,外卖,支出,14,CNY,,,鸡肉饭,,,,,null,
qj163909711875718108,2021/12/10 8:45,早餐,支出,5,CNY,,,糯米鸡,,,,,null,
qj163904745531111331,2021/12/9 18:57,外卖,支出,15,CNY,,,鸡趴健康餐,,,,,null,
qj163901073657612709,2021/12/9 8:45,早餐,支出,4,CNY,,,包子,,,,,null,
qj163900998047916360,2021/12/9 8:32,话费网费,支出,23,CNY,,,网费,,,,,null,
qj163896102572018847,2021/12/8 18:56,三餐,支出,15,CNY,,,减脂餐,,,,,null,
qj163893392072814196,2021/12/8 11:25,付费会员,支出,15,CNY,,,腾讯视频,,,,,null,
qj163892395673416576,2021/12/8 8:39,早餐,支出,4,CNY,,,烧麦,,,,,null,
qj163887721344811320,2021/12/7 19:40,外卖,支出,13,CNY,,,土豆回锅肉,,,,,null,
qj163886764181714861,2021/12/7 17:00,水电煤,支出,94,CNY,,,水电,,,,,null,
qj163883755418612057,2021/12/7 8:39,早餐,支出,6,CNY,,,手抓饼,,,,,null,
qj163879287016412129,2021/12/6 20:14,外卖,支出,9,CNY,,,饺子,,,,,null,
qj163875124811418298,2021/12/6 8:40,早餐,支出,4,CNY,,,包子,,,,,null,
qj163868529283711884,2021/12/5 14:21,交通,支出,3,CNY,,,千灯湖,,,,,null,
qj163868035758511387,2021/12/5 12:59,购物,支出,30,CNY,,,手机壳,,,,,null,
qj163867607438114343,2021/12/5 11:47,地铁,支出,3,CNY,,,祖庙,,,,,null,
qj163860699799719248,2021/12/4 16:36,话费网费,支出,2,CNY,,,话费,,,,,null,
qj163860549438913640,2021/12/4 16:11,地铁,支出,7,CNY,,,佛山,,,,,null,
qj163860522523314120,2021/12/4 16:06,外卖,支出,17,CNY,,,鳗鱼饭,,,,,null,
qj163859303822117523,2021/12/4 12:43,自行车,支出,7,CNY,,,广州,,,,,null,
qj163858825515513171,2021/12/4 11:23,娱乐,支出,6,CNY,,,游戏,,,,,null,
qj163858823649014491,2021/12/4 11:23,日用品,支出,40,CNY,,,洗发露，沐浴露,,,,,null,
qj163849184146116307,2021/12/3 8:37,早餐,支出,4,CNY,,,鸡蛋,,,,,null,
qj163840530646217238,2021/12/2 8:34,早餐,支出,6,CNY,,,小笼包,,,,,null,
qj163837142122518977,2021/12/1 23:10,饮料,支出,34,CNY,,,牛奶,,,,,null,
qj163831900075317741,2021/12/1 8:36,早餐,支出,4,CNY,,,烧麦，茶叶蛋,,,,,null,
qj163827164694317579,2021/11/30 19:27,外卖,支出,13,CNY,,,卤肉饭拼鸡腿,,,,,null,
qj163825526713511246,2021/11/30 14:54,午餐,支出,37,CNY,,,茶餐厅,,,,,null,
qj163823240311711787,2021/11/30 8:33,早餐,支出,4,CNY,,,包子,,,,,null,
qj163818595032914980,2021/11/29 19:38,晚餐,支出,15,CNY,,,瘦肉汤饭,,,,,null,
qj163818583574610077,2021/11/29 19:37,话费网费,支出,87,CNY,,,话费,,,,,null,
qj163815732940115620,2021/11/29 11:41,三餐,支出,20,CNY,,,饭卡,,,,,null,
qj163814552399618501,2021/11/29 8:25,早餐,支出,4,CNY,,,卤蛋，烧麦,,,,,null,
qj163814534158610564,2021/11/29 8:22,话费网费,支出,100,CNY,,,话费,,,,,null,
qj163809267761414116,2021/11/28 17:44,外卖,支出,13,CNY,,,土豆焖鸡,,,,,null,
qj163809055950715988,2021/11/28 17:09,交通,支出,6,CNY,,,痘博士,,,,,null,
qj163809016138411508,2021/11/28 17:02,水果,支出,36,CNY,,,石榴，青枣，山竹，苹果，火龙果,,,,,null,
qj163808219641718520,2021/11/28 14:49,医疗,支出,680,CNY,,,痘痘,,,,,null,
qj163801921398316260,2021/11/27 21:19,日用品,支出,15,CNY,,,牙刷,,,,,null,
qj163800679837217597,2021/11/27 17:52,外卖,支出,21,CNY,,,家常菜,,,,,null,
qj163800657359311878,2021/11/27 17:49,理发,支出,198,CNY,,,烫头发,,,,,null,
qj163792428168019029,2021/11/26 18:57,外卖,支出,18,CNY,,,海鲜饭,,,,,null,
qj163788697945514001,2021/11/26 8:36,早餐,支出,3,CNY,,,酸菜饼,,,,,null,
qj163775949283918485,2021/11/24 21:11,三餐,支出,50,CNY,,,饭卡,,,,,null,
qj163775947922616139,2021/11/24 21:11,午餐,支出,16,CNY,,,食堂,,,,,null,
qj163775096142314820,2021/11/24 18:48,外卖,支出,22,CNY,,,牛肉煲,,,,,null,
qj163771583294010842,2021/11/24 9:03,水果,支出,29,CNY,,,草莓，车厘子,,,,,null,
qj163771579372610264,2021/11/24 9:03,日用品,支出,4,CNY,,,纸巾,,,,,null,
qj163771318964218328,2021/11/24 8:19,早餐,支出,4,CNY,,,土豆卷,,,,,null,
qj163768850876719156,2021/11/24 1:28,购物,支出,149,CNY,,,漱口水,,,,,null,
qj163768826019417163,2021/11/24 1:23,购物,支出,99,CNY,,,裤子,,,,,null,
qj163775310829612085,2021/11/23 20:09,零食,支出,11,CNY,,,口香糖,,,,,null,
qj163766936772912345,2021/11/23 20:09,办公用品,支出,2,CNY,,,电池,,,,,null,
qj163766935065011603,2021/11/23 20:08,零食,支出,10,CNY,,,薯片,,,,,null,
qj163766932194816616,2021/11/23 20:08,晚餐,支出,8,CNY,,,热干面,,,,,null,
qj163766508656915671,2021/11/23 18:57,三餐,支出,21,CNY,,,烤五花肉饭,,,,,null,
qj163762739115413618,2021/11/23 8:29,早餐,支出,4,CNY,,,包子,,,,,null,
qj163759902374716438,2021/11/23 0:36,外卖,支出,14,CNY,,,披萨,,,,,null,
qj163755421143717466,2021/11/22 12:09,聚会,支出,134,CNY,,,林雪古生日,,,,,null,
qj163754183899616512,2021/11/22 8:43,早餐,支出,3,CNY,,,酱香饼,,,,,null,
qj163749012757719468,2021/11/21 18:21,外卖,支出,15,CNY,,,烤鱼,,,,,null,
qj163743232183010871,2021/11/21 2:18,自行车,支出,3,CNY,,,共享,,,,,null,
qj163741638954518303,2021/11/20 21:52,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163740216056710770,2021/11/20 17:55,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj163739717868114664,2021/11/20 16:32,地铁,支出,8,CNY,,,回佛山,,,,,null,
qj163738642152113503,2021/11/20 13:33,地铁,支出,8,CNY,,,去广州,,,,,null,
qj163738091797313974,2021/11/20 12:01,办公用品,支出,3,CNY,,,简历,,,,,null,
qj163733297184814116,2021/11/19 22:42,三餐,支出,50,CNY,,,组费,,,,,null,
qj163728133436617246,2021/11/19 8:22,早餐,支出,4,CNY,,,包子，烧麦,,,,,null,
qj163721362958919927,2021/11/18 13:33,付费会员,支出,7,CNY,,,qq音乐,,,,,null,
qj163710880042113786,2021/11/17 8:26,早餐,支出,2,CNY,,,包子,,,,,null,
qj163702169442317414,2021/11/16 8:14,早餐,支出,3,CNY,,,酱香饼,,,,,null,
qj163697513409310746,2021/11/15 19:18,聚会,支出,73,CNY,,,火锅,,,,,null,
qj163697510081019396,2021/11/15 19:18,外卖,支出,17,CNY,,,意大利面,,,,,null,
qj163697509113915704,2021/11/15 19:18,付费会员,支出,5,CNY,,,美团,,,,,null,
qj163693538602311441,2021/11/15 8:16,早餐,支出,4,CNY,,,包子,,,,,null,
qj163688487384310357,2021/11/14 18:14,外卖,支出,12,CNY,,,麻辣香锅,,,,,null,
qj163686866524617042,2021/11/14 13:44,三餐,支出,13,CNY,,,面条,,,,,null,
qj163680038738811495,2021/11/13 18:46,晚餐,支出,17,CNY,,,炒菜,,,,,null,
qj163679002738416584,2021/11/13 15:53,水果,支出,20,CNY,,,车厘子，青枣,,,,,null,
qj163672708949215590,2021/11/12 22:24,外卖,支出,19,CNY,,,炸鸡,,,,,null,
qj163667622178616256,2021/11/12 8:16,早餐,支出,4,CNY,,,烧麦,,,,,null,
qj163663976711110024,2021/11/11 22:09,水电煤,支出,89,CNY,,,,,,,,null,
qj163663628267710712,2021/11/11 21:10,聚会,支出,85,CNY,,,大排档,,,,,null,
qj163663546406518992,2021/11/11 20:57,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163677710943917001,2021/11/7 18:02,早餐,支出,13,CNY,,,玉米粉,,,,,null,
qj163627937589014282,2021/11/7 18:02,外卖,支出,18,CNY,,,烤鱼,,,,,null,
qj163627914505718601,2021/11/7 17:58,日用品,支出,130,CNY,,,洗面奶,,,,,null,
qj163627866411217343,2021/11/7 17:50,水果,支出,25,CNY,,,芒果，苹果，橘子，山竹,,,,,null,
qj163624961865913733,2021/11/7 9:46,话费网费,支出,23,CNY,,,网费,,,,,null,
qj163620674441715771,2021/11/6 21:52,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj163619255431211733,2021/11/6 17:55,外卖,支出,17,CNY,,,香芋排骨蒸饭,,,,,null,
qj163612428312712316,2021/11/5 22:57,聚会,支出,46,CNY,,,烤鸡,,,,,null,
qj163611571083518367,2021/11/5 20:34,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163609685933311930,2021/11/5 15:20,日用品,支出,3,CNY,,,水,,,,,null,
qj163607264573314563,2021/11/5 8:37,早餐,支出,7,CNY,,,酱香饼，酸菜饼,,,,,null,
qj163600038618415316,2021/11/4 12:32,早餐,支出,5,CNY,,,饺子,,,,,null,
qj163589754970717784,2021/11/3 7:58,水果,支出,20,CNY,,,香蕉，红布林，山竹,,,,,null,
qj163586227375019325,2021/11/2 22:10,日用品,支出,5,CNY,,,电池,,,,,null,
qj163575635527314962,2021/11/1 16:45,三餐,支出,6,CNY,,,鸡肉卷,,,,,null,
qj163567480996118714,2021/10/31 18:06,外卖,支出,15,CNY,,,干锅闷饭,,,,,null,
qj163565680597614453,2021/10/31 13:05,娱乐,支出,53,CNY,,,ktv,,,,,null,
qj163565484460412656,2021/10/31 12:33,书籍,支出,51,CNY,,,,,,,,null,
qj163564958623319076,2021/10/31 11:05,聚会,支出,48,CNY,,,万达茶餐厅,,,,,null,
qj163560702760317860,2021/10/30 23:16,打车,支出,10,CNY,,,,,,,,null,
qj163556030067911243,2021/10/30 10:18,理发,支出,20,CNY,,,,,,,,null,
qj163551108050118538,2021/10/29 20:37,晚餐,支出,11,CNY,,,炒粉,,,,,null,
qj163546615639718586,2021/10/29 8:09,早餐,支出,3,CNY,,,酱香饼,,,,,null,
qj163543327973210345,2021/10/28 23:01,零食,支出,49,CNY,,,,,,,,null,
qj163543278817919271,2021/10/28 22:52,零食,支出,199,CNY,,,牛板筋，牛蹄筋,,,,,null,
qj163533732682510936,2021/10/27 20:21,外卖,支出,16,CNY,,,滑蛋肥牛饭,,,,,null,
qj163530682909812416,2021/10/27 11:53,午餐,支出,18,CNY,,,手工米粉,,,,,null,
qj163516354577816703,2021/10/25 20:05,外卖,支出,11,CNY,,,炒饭,,,,,null,
qj163504362579912591,2021/10/24 10:46,话费网费,支出,30,CNY,,,话费,,,,,null,
qj163504174069612189,2021/10/24 10:14,水果,支出,20,CNY,,,葡萄，桃子，甜柑,,,,,null,
qj163504144725418383,2021/10/24 10:10,早餐,支出,10,CNY,,,汤粉,,,,,null,
qj163504089448711449,2021/10/24 10:01,三餐,支出,8,CNY,,,面条,,,,,null,
qj163499869125516997,2021/10/23 22:18,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163499337264519159,2021/10/23 20:49,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163495467198114913,2021/10/23 10:04,购物,支出,99,CNY,,,牛仔裤,,,,,null,
qj163495353884513333,2021/10/23 9:44,日用品,支出,17,CNY,,,垃圾袋，牙刷,,,,,null,
qj163495276828310089,2021/10/23 9:32,早餐,支出,13,CNY,,,玉米粉,,,,,null,
qj163489872562618151,2021/10/22 18:31,外卖,支出,20,CNY,,,海鲜铁板炒饭,,,,,null,
qj163488248370214449,2021/10/22 14:00,地铁,支出,14,CNY,,,地铁,,,,,null,
qj163487465207514701,2021/10/22 11:50,午餐,支出,40,CNY,,,肯德基,,,,,null,
qj163486161593111023,2021/10/22 8:13,早餐,支出,2,CNY,,,包子,,,,,null,
qj163481398564014990,2021/10/21 18:59,晚餐,支出,15,CNY,,,豆角炒河粉,,,,,null,
qj163478945905112293,2021/10/21 12:10,办公用品,支出,2,CNY,,,文件袋,,,,,null,
qj163478930752517152,2021/10/21 12:08,办公用品,支出,5,CNY,,,打印,,,,,null,
qj163472975122417408,2021/10/20 19:35,外卖,支出,13,CNY,,,滑蛋饭,,,,,null,
qj163468793295716105,2021/10/20 7:58,日用品,支出,90,CNY,,,漱口水,,,,,null,
qj163453617050814963,2021/10/18 13:49,付费会员,支出,7,CNY,,,qq音乐,,,,,null,
qj163452845981015132,2021/10/18 11:40,午餐,支出,21,CNY,,,麦当劳,,,,,null,
qj163451500008419008,2021/10/18 7:56,早餐,支出,3,CNY,,,酱香饼,,,,,null,
qj163446900188411500,2021/10/17 19:09,晚餐,支出,38,CNY,,,牛肉面,,,,,null,
qj163444468654219803,2021/10/17 12:24,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj163443990935519534,2021/10/17 11:04,早餐,支出,15,CNY,,,瘦肉汤饭,,,,,null,
qj163437907861114931,2021/10/16 18:11,外卖,支出,20,CNY,,,米线,,,,,null,
qj163437360756814319,2021/10/16 16:39,饮料,支出,35,CNY,,,奶茶,,,,,null,
qj163437357942613910,2021/10/16 16:39,地铁,支出,13,CNY,,,地铁,,,,,null,
qj163429720370413271,2021/10/15 19:26,外卖,支出,13,CNY,,,鸡排饭,,,,,null,
qj163420718834512486,2021/10/14 18:26,地铁,支出,7,CNY,,,地铁,,,,,null,
qj163420682708717911,2021/10/14 18:20,外卖,支出,18,CNY,,,海鲜拌饭,,,,,null,
qj163419197524717324,2021/10/14 14:11,地铁,支出,7,CNY,,,地铁,,,,,null,
qj163419191218316823,2021/10/14 14:11,午餐,支出,16,CNY,,,桂林米粉,,,,,null,
qj163418352278617644,2021/10/14 11:51,早餐,支出,12,CNY,,,小笼包，煎饺,,,,,null,
qj163411933888019780,2021/10/13 18:02,水电煤,支出,134,CNY,,,水电费,,,,,null,
qj163408383446217068,2021/10/13 8:10,日用品,支出,40,CNY,,,走珠,,,,,null,
qj163395513336815792,2021/10/11 20:24,付费会员,支出,40,CNY,,,工会会费,,,,,null,
qj163395506348116036,2021/10/11 20:24,运动,支出,10,CNY,,,乒乓球,,,,,null,
qj163395223407717971,2021/10/11 19:37,晚餐,支出,15,CNY,,,肉丝蛋炒饭,,,,,null,
qj163385779704319790,2021/10/10 17:23,外卖,支出,18,CNY,,,牛肉火锅,,,,,null,
qj163385673671311144,2021/10/10 17:05,水果,支出,12,CNY,,,葡萄，柚子，香蕉,,,,,null,
qj163385671360912150,2021/10/10 17:05,日用品,支出,4,CNY,,,纸巾,,,,,null,
qj163383566732711869,2021/10/10 11:14,三餐,支出,13,CNY,,,蛋炒河粉,,,,,null,
qj163378757819015948,2021/10/9 21:52,外卖,支出,27,CNY,,,炸鸡,,,,,null,
qj163378522579611828,2021/10/9 21:13,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163378379093910235,2021/10/9 20:49,饮料,支出,11,CNY,,,酸奶,,,,,null,
qj163360692329919821,2021/10/7 19:41,日用品,支出,70,CNY,,,洗发露，沐浴露,,,,,null,
qj163358248902618443,2021/10/7 12:54,话费网费,支出,23,CNY,,,网费,,,,,null,
qj163357462266118876,2021/10/7 10:42,早餐,支出,19,CNY,,,粥，肠粉,,,,,null,
qj163351477970812214,2021/10/6 18:05,外卖,支出,21,CNY,,,豆汁排骨，红烧豆腐，猪骨玉米汤,,,,,null,
qj163349271576615173,2021/10/6 11:58,付费会员,支出,15,CNY,,,腾讯视频,,,,,null,
qj163348968421313788,2021/10/6 11:07,早餐,支出,13,CNY,,,五谷玉米粉,,,,,null,
qj163345163087317202,2021/10/6 0:33,聚会,支出,43,CNY,,,国庆宵夜,,,,,null,
qj163343597237219873,2021/10/5 20:12,日用品,支出,7.5,CNY,,,牙膏,,,,,null,
qj163343596024618895,2021/10/5 20:12,水果,支出,16.4,CNY,,,橙子,,,,,null,
qj163342861160114200,2021/10/5 18:09,外卖,支出,17,CNY,,,照烧鸡排饭,,,,,null,
qj163340392623514042,2021/10/5 11:18,早餐,支出,12,CNY,,,云吞面,,,,,null,
qj163335518208017338,2021/10/4 21:46,自行车,支出,1,CNY,,,共享,,,,,null,
qj163333944886810187,2021/10/4 17:24,外卖,支出,20,CNY,,,咖喱饭,,,,,null,
qj163332286216715102,2021/10/4 12:47,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj163331638947810862,2021/10/4 10:59,早餐,支出,8,CNY,,,青菜面,,,,,null,
qj163325362314419129,2021/10/3 17:33,外卖,支出,29,CNY,,,火锅鸡,,,,,null,
qj163325333765312936,2021/10/3 17:28,付费会员,支出,6.6,CNY,,,美团红包,,,,,null,
qj163322891762516091,2021/10/3 10:41,外卖,支出,20,CNY,,,饺子,,,,,null,
qj163318395094019813,2021/10/2 22:11,自行车,支出,2,CNY,,,共享,,,,,null,
qj163316863467518572,2021/10/2 17:57,外卖,支出,17,CNY,,,脆皮鸡饭,,,,,null,
qj163315105771610572,2021/10/2 13:04,早餐,支出,17,CNY,,,做饭,,,,,null,
qj163309227691215422,2021/10/1 20:44,聚会,支出,35,CNY,,,国庆跟庞,,,,,null,
qj163309150709314711,2021/10/1 20:31,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163308781401212573,2021/10/1 19:30,饮料,支出,19,CNY,,,,,,,,null,
qj163308366690813294,2021/10/1 18:20,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163305748336818151,2021/10/1 11:04,早餐,支出,13,CNY,,,五谷渔粉,,,,,null,
qj163301996943311490,2021/10/1 0:39,聚会,支出,70,CNY,,,,,,,,null,
qj163300141364118937,2021/9/30 19:30,三餐,支出,22,CNY,,,鸡翅煲,,,,,null,
qj163299998235612908,2021/9/30 19:06,水果,支出,17,CNY,,,橙子,,,,,null,
qj163288865426610292,2021/9/29 12:10,书籍,支出,48,CNY,,,,,,,,null,
qj163283900171715388,2021/9/28 22:23,聚会,支出,57,CNY,,,中午饭,,,,,null,
qj163283014433418946,2021/9/28 19:55,外卖,支出,18,CNY,,,鸡排饭,,,,,null,
qj163274798886612319,2021/9/27 21:06,零食,支出,10,CNY,,,口香糖,,,,,null,
qj163274675031010054,2021/9/27 20:45,晚餐,支出,16,CNY,,,卤肉饭,,,,,null,
qj163265447403313153,2021/9/26 19:07,水果,支出,7.4,CNY,,,枣子,,,,,null,
qj163258435759211716,2021/9/25 23:39,零食,支出,54,CNY,,,坚果,,,,,null,
qj163255086551718958,2021/9/25 14:20,饮料,支出,34,CNY,,,咖啡,,,,,null,
qj163254872608714101,2021/9/25 13:45,外卖,支出,16,CNY,,,狮子头饭,,,,,null,
qj163254695687313220,2021/9/25 13:15,早餐,支出,24,CNY,,,汤粉,,,,,null,
qj163254083959818874,2021/9/25 11:33,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj163253895541914098,2021/9/25 11:02,地铁,支出,6,CNY,,,,,,,,null,
qj163253220364318230,2021/9/25 9:06,住房,支出,80,CNY,,,广州住一晚,,,,,null,
qj163249729799513618,2021/9/24 23:28,聚会,支出,58,CNY,,,成来广,,,,,null,
qj163249728034019794,2021/9/24 23:27,地铁,支出,9,CNY,,,,,,,,null,
qj163244336490619388,2021/9/24 8:29,自行车,支出,4.5,CNY,,,共享,,,,,null,
qj163239722895414330,2021/9/23 19:40,晚餐,支出,12,CNY,,,炸酱汤面,,,,,null,
qj163222033780613993,2021/9/21 18:32,外卖,支出,29,CNY,,,炸鸡,,,,,null,
qj163214518301615755,2021/9/20 21:39,聚会,支出,89,CNY,,,掉虾,,,,,null,
qj163210991114917752,2021/9/20 11:51,外卖,支出,18,CNY,,,黄焖鸡,,,,,null,
qj163210951067813957,2021/9/20 11:45,水果,支出,4,CNY,,,水果捞,,,,,null,
qj163206585712215312,2021/9/19 23:37,购物,支出,46,CNY,,,月饼,,,,,null,
qj163204703085610120,2021/9/19 18:23,外卖,支出,19,CNY,,,海鲜饭,,,,,null,
qj163203908932213851,2021/9/19 16:08,学习,支出,2052,CNY,,,cda一级,,,,,null,
qj163203892621213140,2021/9/19 16:08,学习,支出,1200,CNY,,,cda 报名,,,,,null,
qj163203603996010712,2021/9/19 15:20,娱乐,支出,3,CNY,,,游戏,,,,,null,
qj163198264178319683,2021/9/19 0:30,聚会,支出,60,CNY,,,烧烤,,,,,null,
qj163196444201212007,2021/9/18 19:27,自行车,支出,3,CNY,,,共享,,,,,null,
qj163196442255819689,2021/9/18 19:26,外卖,支出,14,CNY,,,无骨鱼饭,,,,,null,
qj163187680041418555,2021/9/17 19:06,外卖,支出,13,CNY,,,椰子鸡汤饭,,,,,null,
qj163180464199619325,2021/9/16 23:03,付费会员,支出,1.58,CNY,,,天眼查,,,,,null,
qj163179054336017094,2021/9/16 19:08,外卖,支出,15,CNY,,,手撕鸡饭,,,,,null,
qj163174870696619637,2021/9/16 7:31,早餐,支出,4,CNY,,,烧麦,,,,,null,
qj163170983104011456,2021/9/15 20:43,晚餐,支出,16,CNY,,,茶树菇排骨面,,,,,null,
qj163162434260814011,2021/9/14 20:58,外卖,支出,8,CNY,,,蛋包饭,,,,,null,
qj163153450238813679,2021/9/13 20:01,晚餐,支出,15.5,CNY,,,肉丝蛋炒饭,,,,,null,
qj163143731919017443,2021/9/12 17:01,外卖,支出,18,CNY,,,土豆泥，鸡排饭,,,,,null,
qj163143727650812342,2021/9/12 17:01,付费会员,支出,5,CNY,,,美团外卖,,,,,null,
qj163143696219019861,2021/9/12 16:55,水果,支出,39,CNY,,,芒果，百香果，火龙果,,,,,null,
qj163141575065610475,2021/9/12 11:02,早餐,支出,15,CNY,,,五谷香菇粉,,,,,null,
qj163135887591217576,2021/9/11 19:14,午餐,支出,25,CNY,,,凉面,,,,,null,
qj163135886464718421,2021/9/11 19:13,早餐,支出,4,CNY,,,酸菜饼,,,,,null,
qj163135863423211804,2021/9/11 19:10,外卖,支出,17,CNY,,,孜然烤肉饭,,,,,null,
qj163128784089517147,2021/9/10 23:30,聚会,支出,121,CNY,,,胡桃里喝酒,,,,,null,
qj163123072672215167,2021/9/10 7:38,早餐,支出,3,CNY,,,酱香饼,,,,,null,
qj163119435331110689,2021/9/9 21:32,日用品,支出,10,CNY,,,毛巾,,,,,null,
qj163118833668510750,2021/9/9 19:52,晚餐,支出,13,CNY,,,清炒土豆丝,,,,,null,
qj163111308330016027,2021/9/8 22:57,水电煤,支出,119,CNY,,,水电,,,,,null,
qj163110451972310906,2021/9/8 20:35,话费网费,支出,23,CNY,,,网费,,,,,null,
qj163110147284718103,2021/9/8 19:44,外卖,支出,12,CNY,,,蛋包饭,,,,,null,
qj163102936748912517,2021/9/7 23:42,日用品,支出,28,CNY,,,茶杯,,,,,null,
qj163101987233314693,2021/9/7 21:04,外卖,支出,18,CNY,,,鸡公煲,,,,,null,
qj163093149501515774,2021/9/6 20:31,三餐,支出,9,CNY,,,马桶器,,,,,null,
qj163085780839712626,2021/9/6 0:03,晚餐,支出,40,CNY,,,打火锅,,,,,null,
qj163081772047214254,2021/9/5 12:55,水果,支出,33,CNY,,,黄桃，芒果,,,,,null,
qj163081529828114031,2021/9/5 12:14,付费会员,支出,263,CNY,,,百度网盘,,,,,null,
qj163076359915516481,2021/9/4 21:52,聚会,支出,90,CNY,,,广州杨桥牛肉火锅,,,,,null,
qj163075980644319658,2021/9/4 20:49,地铁,支出,5,CNY,,,回佛山,,,,,null,
qj163074885009513633,2021/9/4 17:47,地铁,支出,5,CNY,,,去广州,,,,,null,
qj163072495115419509,2021/9/4 11:08,三餐,支出,8,CNY,,,玉米饼，酱香饼,,,,,null,
qj163072376777013194,2021/9/4 10:49,聚会,支出,91,CNY,,,ktv入组,,,,,null,
qj163069015341115528,2021/9/4 1:29,早餐,支出,6,CNY,,,肠粉,,,,,null,
qj163062571538514885,2021/9/3 7:34,晚餐,支出,29,CNY,,,饺子,,,,,null,
qj163049654813811085,2021/9/1 19:42,外卖,支出,17,CNY,,,咖喱饭,,,,,null,
qj163045494667211532,2021/9/1 8:08,话费网费,支出,100,CNY,,,话费,,,,,null,
qj163040715114412127,2021/8/31 18:52,外卖,支出,16,CNY,,,烤肉饭?沙拉,,,,,null,
qj163032233278917987,2021/8/30 19:18,水果,支出,5.5,CNY,,,香蕉,,,,,null,
qj163032067343514142,2021/8/30 18:50,外卖,支出,13,CNY,,,煲仔饭,,,,,null,
qj163023748519015767,2021/8/29 19:44,晚餐,支出,10,CNY,,,榨菜肉丝河粉,,,,,null,
qj163023747268413395,2021/8/29 19:44,理发,支出,40,CNY,,,,,,,,null,
qj163016738609418547,2021/8/29 0:16,饮料,支出,18,CNY,,,奶茶,,,,,null,
qj163016736535617785,2021/8/29 0:15,聚会,支出,38,CNY,,,唱歌,,,,,null,
qj163014486414011368,2021/8/28 18:00,自行车,支出,1.5,CNY,,,共享单车,,,,,null,
qj163014054946911689,2021/8/28 16:48,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj163013824788314369,2021/8/28 16:10,外卖,支出,15,CNY,,,火锅鸡,,,,,null,
qj163011661148213730,2021/8/28 10:09,早餐,支出,13,CNY,,,五谷鲜香玉米粉,,,,,null,
qj163006050989713695,2021/8/27 18:34,外卖,支出,15,CNY,,,烧腊,,,,,null,
qj162997663373714496,2021/8/26 19:16,外卖,支出,15,CNY,,,杂粮饭,,,,,null,
qj162993648013615833,2021/8/26 8:07,三餐,支出,100,CNY,,,饭卡,,,,,null,
qj162989438105610988,2021/8/25 20:26,付费会员,支出,3,CNY,,,饿了么,,,,,null,
qj162989436737111155,2021/8/25 20:25,外卖,支出,15,CNY,,,排骨煲仔饭,,,,,null,
qj162986351680716995,2021/8/25 11:51,三餐,支出,12.5,CNY,,,杰饭卡,,,,,null,
qj162981403767510654,2021/8/24 22:06,娱乐,支出,124,CNY,,,赵云皮肤,,,,,null,
qj162981047541416597,2021/8/24 21:07,晚餐,支出,16,CNY,,,黄心白菜炒肉,,,,,null,
qj162977744452611630,2021/8/24 11:57,三餐,支出,100,CNY,,,饭卡高,,,,,null,
qj162976399224911651,2021/8/24 8:12,书籍,支出,47,CNY,,,自然语言处理,,,,,null,
qj162976388717312132,2021/8/24 8:11,日用品,支出,20,CNY,,,走珠,,,,,null,
qj162971808237318186,2021/8/23 19:27,晚餐,支出,10,CNY,,,蛋炒饭,,,,,null,
qj162967702329816495,2021/8/23 8:03,早餐,支出,4,CNY,,,烧麦,,,,,null,
qj162964375046910724,2021/8/22 22:48,聚会,支出,16,CNY,,,划船,,,,,null,
qj162961852173917993,2021/8/22 15:48,外卖,支出,17,CNY,,,鸡排滑蛋饭,,,,,null,
